Resumo;Datacontrato ;Marca;Modelo;Datafinalizacao;prazo
19231;05/06/2024;VOLKSWAGEN;NIVUS SUV;26/05/2024 11:58;22
19019;05/06/2024;GWM;HAVAL H6 GT;26/05/2024 10:42;22
19224;05/06/2024;VOLVO;XC60 SUV;25/05/2024 06:53;22
19223;05/06/2024;VOLVO;XC60 SUV;27/05/2024 19:03;22
18612;05/06/2024;VOLVO;XC60 SUV;25/05/2024 15:41;22
19183;05/06/2024;VOLVO;XC90 SUV;29/05/2024 17:40;22
19044;05/06/2024;MINI;COOPER 02 PORTAS HATCH;26/05/2024 14:47;22
19202;05/06/2024;BMW;X1 SUV;27/05/2024 15:17;22
19216;05/06/2024;TOYOTA;COROLLA CROSS;29/05/2024 18:54;22
19351;05/06/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;29/05/2024 17:41;22
19239;05/06/2024;JEEP;COMPASS SUV;24/05/2024 14:19;22
19214;05/06/2024;TOYOTA;COROLLA CROSS;26/05/2024 15:17;22
19228;05/06/2024;VOLVO;XC60 SUV;26/05/2024 15:55;22
19350;04/06/2024;VOLKSWAGEN;JETTA SEDAN;28/05/2024 00:03;22
19121;04/06/2024;TOYOTA;COROLLA CROSS;18/05/2024 00:04;22
19140;04/06/2024;VOLVO;XC60 SUV;27/05/2024 09:43;22
19016;04/06/2024;VOLVO;XC40 BEV SUV;25/05/2024 06:49;22
18888;04/06/2024;VOLKSWAGEN;T-CROSS SUV;24/05/2024 13:44;22
19258;04/06/2024;BMW;X3 SUV;17/05/2024 23:50;22
19185;04/06/2024;MINI;COOPER 04 PORTAS HATCH;21/05/2024 21:34;22
19098;04/06/2024;PORSCHE;MACAN;03/06/2024 11:00;22
19173;04/06/2024;VOLVO;XC40 BEV SUV;24/05/2024 10:15;22
19148;03/06/2024;VOLVO;XC60 SUV;23/05/2024 18:49;22
19154;03/06/2024;VOLVO;XC60 SUV;24/05/2024 16:06;22
19058;03/06/2024;VOLKSWAGEN;TAOS SUV;25/05/2024 15:41;22
18887;03/06/2024;PORSCHE;MACAN;05/06/2024 16:19;22
19164;03/06/2024;VOLVO;XC60 SUV;23/05/2024 18:06;22
19273;03/06/2024;BMW;X3 SUV;22/05/2024 20:29;22
19294;30/05/2024;BMW;SERIE 3 SEDAN;25/05/2024 06:20;22
19296;30/05/2024;BYD;SONG PLUS SUV;23/05/2024 14:54;22
19299;30/05/2024;BYD;SEAL SEDAN;23/05/2024 17:16;22
19307;01/07/2024;BYD;SONG PLUS SUV;05/06/2024 14:39;44
19308;01/07/2024;BYD;SONG PLUS SUV;21/06/2024 16:23;44
19259;30/05/2024;BMW;SERIE 3 SEDAN;26/05/2024 10:42;22
19161;30/05/2024;TOYOTA;SW4 SUV;27/05/2024 13:25;22
19312;01/07/2024;BYD;SONG PLUS SUV;29/05/2024 19:42;44
19112;30/05/2024;TOYOTA;COROLLA CROSS;25/05/2024 06:20;22
19039;30/05/2024;CHEVROLET;TRAILBLAZER SUV;21/05/2024 08:29;22
19022;30/05/2024;VOLVO;XC60 SUV;18/05/2024 20:35;22
19179;30/05/2024;CHERY;TIGGO 8 PRO PHEV SUV;12/06/2024 07:20;22
19253;30/05/2024;TOYOTA;RAV4 SUV;27/05/2024 14:08;22
18963;30/05/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;27/05/2024 15:17;22
19209;30/05/2024;VOLKSWAGEN;T-CROSS SUV;22/05/2024 08:59;22
18592;30/05/2024;GWM;HAVAL H6 SUV;25/05/2024 13:56;22
18915;30/05/2024;BMW;X1 SUV;20/05/2024 19:02;22
19042;30/05/2024;CHEVROLET;TRAILBLAZER SUV;13/06/2024 19:01;22
19041;30/05/2024;CHEVROLET;TRAILBLAZER SUV;24/05/2024 21:42;22
19184;30/05/2024;BYD;SONG PLUS SUV;29/05/2024 17:03;22
19081;29/05/2024;AUDI;Q5 SPORTBACK;14/05/2024 15:45;22
19191;29/05/2024;VOLKSWAGEN;JETTA SEDAN;22/05/2024 21:33;22
19024;29/05/2024;VOLVO;XC90 SUV;13/06/2024 09:03;22
18751;29/05/2024;VOLVO;XC40 BEV SUV;17/05/2024 21:11;22
18907;29/05/2024;BMW;X1 SUV;15/05/2024 21:46;22
19072;29/05/2024;VOLVO;XC60 SUV;22/05/2024 01:00;22
19088;29/05/2024;JEEP;COMPASS SUV;24/05/2024 11:23;22
19133;29/05/2024;VOLVO;XC40 BEV SUV;17/05/2024 06:24;22
19136;29/05/2024;HONDA;NEW HR-V SUV;03/06/2024 18:57;22
19141;29/05/2024;VOLVO;XC90 SUV;18/05/2024 20:36;22
19149;29/05/2024;TOYOTA;COROLLA SEDAN;22/05/2024 21:32;22
19168;29/05/2024;BYD;SONG PLUS SUV;25/05/2024 06:09;22
19169;29/05/2024;BMW;X3 SUV;22/05/2024 21:32;22
19190;29/05/2024;BMW;X3 SUV;25/05/2024 16:09;22
19199;29/05/2024;LEXUS;UX 250H SUV;29/05/2024 16:48;22
19220;28/06/2024;BMW;I5 SEDAN;02/07/2024 08:27;44
19274;29/05/2024;CHEVROLET;TRACKER SUV;29/05/2024 17:39;22
19171;28/05/2024;MERCEDES-BENZ;GLA SUV;22/05/2024 07:56;22
19218;28/05/2024;LAND ROVER;DEFENDER 110 SUV;06/06/2024 17:58;22
19219;28/05/2024;LAND ROVER;DEFENDER 110 SUV;27/05/2024 16:03;22
19156;28/05/2024;MERCEDES-BENZ;GLC SUV;28/05/2024 16:57;22
19234;28/05/2024;BMW;SERIE 3 SEDAN;28/05/2024 17:46;22
19195;28/05/2024;LAND ROVER;DEFENDER 110 SUV;30/05/2024 16:13;22
19145;28/05/2024;VOLVO;XC60 SUV;22/05/2024 01:00;22
19147;28/05/2024;FORD;BRONCO SUV;29/05/2024 11:32;22
19208;27/06/2024;BMW;SERIE 3 SEDAN;14/06/2024 10:50;44
18942;28/05/2024;VOLVO;XC90 SUV;23/05/2024 18:48;22
18944;28/05/2024;VOLVO;XC90 SUV;22/05/2024 00:59;22
19102;28/05/2024;LEXUS;UX 250H SUV;17/05/2024 06:16;22
19117;27/05/2024;TOYOTA;COROLLA CROSS;23/05/2024 15:33;22
19109;27/05/2024;TOYOTA;COROLLA CROSS;20/05/2024 18:36;22
19108;27/05/2024;TOYOTA;COROLLA CROSS;14/05/2024 23:21;22
19107;27/05/2024;TOYOTA;COROLLA CROSS;13/05/2024 19:47;22
19110;27/05/2024;TOYOTA;COROLLA CROSS;21/05/2024 00:13;22
19111;27/05/2024;TOYOTA;COROLLA CROSS;17/05/2024 19:11;22
19120;27/05/2024;TOYOTA;COROLLA CROSS;17/05/2024 16:39;22
19151;27/05/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;22/05/2024 08:59;22
19119;27/05/2024;TOYOTA;COROLLA CROSS;17/05/2024 23:49;22
18970;27/05/2024;BYD;SEAL SEDAN;16/05/2024 20:33;22
18988;27/05/2024;VOLVO;C40 COUPE;14/05/2024 20:22;22
19146;26/06/2024;HONDA;NEW CR-V;19/06/2024 14:35;44
19017;26/06/2024;VOLVO;XC40 BEV SUV;27/05/2024 16:03;44
18892;27/05/2024;FIAT;TORO PICK-UP;05/06/2024 15:04;22
18913;27/05/2024;GWM;HAVAL H6 SUV;15/05/2024 19:12;22
19138;27/05/2024;VOLVO;XC90 SUV;17/05/2024 23:50;22
19020;27/05/2024;VOLVO;XC90 SUV;20/05/2024 10:28;22
19032;27/05/2024;AUDI;Q3 SPORTBACK;27/05/2024 23:14;22
19142;27/05/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;04/06/2024 09:00;22
19158;27/05/2024;VOLKSWAGEN;T-CROSS SUV;18/05/2024 12:07;22
19131;27/05/2024;VOLVO;C40 COUPE;21/05/2024 06:19;22
19010;27/05/2024;JEEP;RENEGADE SUV;16/05/2024 21:51;22
18972;27/05/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;24/05/2024 13:13;22
19165;27/05/2024;CHERY;TIGGO 8 PRO PHEV SUV;29/05/2024 09:34;22
18799;24/05/2024;VOLVO;XC40 BEV SUV;17/05/2024 15:54;22
19132;24/05/2024;JEEP;COMMANDER SUV;15/05/2024 19:12;22
18897;24/05/2024;FIAT;TORO PICK-UP;16/05/2024 16:52;22
19106;24/05/2024;VOLVO;XC90 SUV;18/05/2024 13:53;22
19207;24/05/2024;MERCEDES-BENZ;GLA SUV;28/05/2024 14:13;22
18353;24/05/2024;VOLVO;XC90 SUV (MÃO-DIREITA);22/05/2024 20:28;22
18394;24/05/2024;VOLVO;XC90 SUV (MÃO-DIREITA);20/05/2024 22:05;22
19210;24/05/2024;VOLVO;XC60 SUV;15/05/2024 21:36;22
19105;24/05/2024;BYD;SONG PLUS SUV;17/05/2024 17:06;22
18935;23/05/2024;BMW;X4 SUV;15/05/2024 20:31;22
19033;23/05/2024;VOLKSWAGEN;VIRTUS SEDAN;16/05/2024 16:18;22
18871;23/05/2024;LAND ROVER;NEW DISCOVERY SUV;21/05/2024 16:25;22
18997;23/05/2024;AUDI;Q5 SPORTBACK;16/05/2024 22:50;22
19087;23/05/2024;BMW;X3 SUV;17/05/2024 18:26;22
19093;23/05/2024;VOLVO;XC40 BEV SUV;20/05/2024 23:51;22
19067;23/05/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;23/05/2024 14:27;22
18990;23/05/2024;BMW;X6 SUV;22/05/2024 01:01;22
19071;23/05/2024;BMW;SERIE 3 SEDAN;16/05/2024 22:50;22
18966;23/05/2024;TOYOTA;RAV4 SUV;20/05/2024 22:50;22
19159;23/05/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;21/05/2024 20:43;22
19004;23/05/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;21/05/2024 21:34;22
18571;23/05/2024;BYD;SONG PLUS SUV;14/05/2024 18:56;22
19113;23/05/2024;PORSCHE;CAYENNE SUV;17/05/2024 11:03;22
18564;23/05/2024;VOLVO;XC60 SUV;15/05/2024 17:45;22
18687;23/05/2024;BMW;X4 SUV;28/05/2024 19:03;22
19115;23/05/2024;BYD;SONG PLUS SUV;14/05/2024 20:22;22
19177;23/05/2024;BMW;X3 SUV;22/05/2024 17:27;22
19073;23/05/2024;BMW;SERIE 3 SEDAN;10/05/2024 09:30;22
19099;22/05/2024;LAND ROVER;DEFENDER 110 SUV;05/06/2024 09:54;22
19137;22/05/2024;HONDA;NEW HR-V SUV;14/05/2024 19:46;22
18951;22/05/2024;VOLVO;XC60 SUV;17/05/2024 21:58;22
19101;22/05/2024;TOYOTA;RAV4 SUV;17/05/2024 19:06;22
19080;21/06/2024;BMW;X1 SUV;29/05/2024 20:14;44
19085;22/05/2024;BMW;SERIE 3 SEDAN;11/05/2024 09:57;22
18916;22/05/2024;BYD;SONG PLUS SUV;18/05/2024 12:07;22
19100;22/05/2024;TOYOTA;COROLLA SEDAN;14/05/2024 14:35;22
18830;22/05/2024;FIAT;TORO PICK-UP;08/05/2024 11:02;22
19174;22/05/2024;CHEVROLET;EQUINOX SUV;22/05/2024 20:27;22
19163;22/05/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;15/05/2024 11:43;22
19064;22/05/2024;VOLKSWAGEN;TAOS SUV;14/05/2024 16:27;22
19030;22/05/2024;VOLKSWAGEN;T-CROSS SUV;06/05/2024 12:37;22
18864;22/05/2024;BMW;X3 SUV;07/05/2024 09:17;22
19152;22/05/2024;HONDA;NEW HR-V SUV;14/05/2024 12:30;22
18978;22/05/2024;MERCEDES-BENZ;CLA COUPE;29/05/2024 17:48;22
19134;22/05/2024;MERCEDES-BENZ;GLC SUV;20/05/2024 21:01;22
19060;22/05/2024;JEEP;COMMANDER SUV;14/05/2024 11:38;22
19076;22/05/2024;VOLKSWAGEN;TAOS SUV;23/05/2024 18:06;22
19026;22/05/2024;VOLVO;XC60 SUV;16/05/2024 11:58;22
18947;22/05/2024;VOLVO;XC40 BEV SUV;14/05/2024 11:17;22
18948;22/05/2024;VOLVO;XC90 SUV;16/05/2024 18:46;22
18965;22/05/2024;VOLKSWAGEN;VIRTUS SEDAN;14/05/2024 10:40;22
18918;20/05/2024;BMW;X1 SUV;06/05/2024 17:41;22
19130;20/05/2024;JEEP;COMPASS SUV;07/05/2024 17:31;22
18964;20/05/2024;VOLVO;XC60 SUV;13/05/2024 16:41;22
19049;20/05/2024;VOLVO;XC90 SUV;16/05/2024 20:47;22
19075;20/05/2024;LAND ROVER;DEFENDER 110 SUV;27/05/2024 16:17;22
19091;20/05/2024;BMW;SERIE 5 SEDAN;25/05/2024 06:20;22
19092;20/05/2024;MINI;COOPER 04 PORTAS HATCH;11/05/2024 07:58;22
18983;20/05/2024;VOLVO;XC40 BEV SUV;09/05/2024 16:53;22
19097;20/05/2024;CHEVROLET;TRACKER SUV;17/05/2024 22:01;22
19160;20/05/2024;BMW;X6 SUV;08/05/2024 10:39;22
19029;20/05/2024;VOLKSWAGEN;T-CROSS SUV;30/04/2024 21:29;22
19001;20/05/2024;GWM;HAVAL H6 GT;30/04/2024 19:04;22
19118;20/05/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;14/05/2024 10:49;22
19061;20/05/2024;BMW;SERIE 3 SEDAN;07/05/2024 16:31;22
19006;20/05/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;10/05/2024 11:13;22
19059;20/05/2024;MITSUBISHI;PAJERO SPORT HPE;21/05/2024 08:38;22
19114;17/05/2024;BYD;SONG PLUS SUV;07/05/2024 15:52;22
19144;17/05/2024;TOYOTA;COROLLA CROSS;20/05/2024 22:09;22
19139;17/05/2024;LAND ROVER;DEFENDER 110 SUV;29/05/2024 11:32;22
19051;17/05/2024;JEEP;COMMANDER SUV;30/04/2024 21:11;22
18849;17/05/2024;JEEP;RENEGADE SUV;29/04/2024 22:51;22
18910;17/05/2024;GWM;HAVAL H6 GT;06/05/2024 17:40;22
18995;17/05/2024;VOLVO;XC90 SUV;10/05/2024 16:37;22
18925;17/05/2024;BMW;X3 SUV;02/05/2024 16:01;22
18827;17/05/2024;BMW;SERIE 3 SEDAN;06/05/2024 17:39;22
19009;17/05/2024;VOLVO;XC60 SUV;14/05/2024 11:17;22
19052;17/05/2024;MITSUBISHI;PAJERO SPORT HPE;06/05/2024 11:28;22
18967;17/05/2024;CHEVROLET;EQUINOX SUV;06/05/2024 17:49;22
18982;17/05/2024;BYD;SONG PLUS SUV;09/05/2024 18:10;22
19013;17/05/2024;GWM;HAVAL H6 GT;30/04/2024 21:20;22
18773;17/05/2024;BMW;SERIE 3 SEDAN;03/05/2024 09:30;22
18955;17/05/2024;LEXUS;UX 250H SUV;10/05/2024 13:20;22
18981;17/06/2024;MERCEDES-BENZ;GLE COUPE;29/05/2024 15:41;44
19027;17/06/2024;JEEP;COMPASS SUV;16/05/2024 22:51;44
19068;16/05/2024;BYD;SONG PLUS SUV;09/05/2024 12:06;22
18908;16/05/2024;LEXUS;NX 350 H SUV;04/06/2024 12:03;22
18856;16/05/2024;VOLVO;XC40 BEV SUV;08/05/2024 09:51;22
18906;16/05/2024;BMW;X1 SUV;08/05/2024 15:06;22
18980;16/05/2024;VOLVO;XC60 SUV;15/05/2024 10:49;22
18976;16/05/2024;MERCEDES-BENZ;GLA SUV;25/05/2024 15:16;22
18793;16/05/2024;LAND ROVER;DEFENDER 110 SUV;14/05/2024 22:15;22
19003;16/05/2024;VOLKSWAGEN;TAOS SUV;30/04/2024 20:39;22
18985;16/05/2024;BMW;IX3 SUV;14/05/2024 22:43;22
18977;16/05/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;30/04/2024 20:38;22
19084;16/05/2024;BMW;X5 SUV;13/05/2024 11:14;22
19062;16/05/2024;BYD;SONG PLUS SUV;03/05/2024 11:08;22
18675;16/05/2024;RAM;RAMPAGE PICK-UP;30/04/2024 19:03;22
19124;16/05/2024;LAND ROVER;DEFENDER 110 SUV;22/05/2024 00:58;22
19031;16/05/2024;MERCEDES-BENZ;GLA SUV;21/05/2024 18:39;22
19122;16/05/2024;LAND ROVER;RANGE ROVER SPORT SUV;11/06/2024 15:00;22
19123;16/05/2024;LAND ROVER;DEFENDER 110 SUV;26/05/2024 16:37;22
18921;16/05/2024;GWM;HAVAL H6 GT;11/05/2024 07:24;22
18843;16/05/2024;AUDI;Q3 SUV;22/05/2024 08:56;22
18845;14/06/2024;JEEP;COMMANDER SUV;19/06/2024 10:59;44
19063;15/05/2024;TOYOTA;COROLLA SEDAN;08/05/2024 13:41;22
18610;14/06/2024;MERCEDES-BENZ;GLC COUPE;18/06/2024 19:20;44
19074;15/05/2024;JEEP;COMMANDER SUV;09/05/2024 11:47;22
19050;15/05/2024;VOLKSWAGEN;T-CROSS SUV;30/04/2024 20:38;22
19007;15/05/2024;VOLVO;XC90 SUV;18/05/2024 13:21;22
19089;15/05/2024;VOLKSWAGEN;NIVUS SUV;06/05/2024 16:42;22
18865;15/05/2024;VOLVO;XC90 SUV;16/05/2024 20:06;22
18920;15/05/2024;TOYOTA;COROLLA CROSS;09/05/2024 09:23;22
18890;15/05/2024;BMW;X1 SUV;07/05/2024 11:00;22
18927;15/05/2024;VOLKSWAGEN;TAOS SUV;30/04/2024 20:57;22
19095;15/05/2024;VOLVO;XC90 SUV;17/05/2024 14:25;22
19094;14/06/2024;VOLVO;C40 COUPE;28/05/2024 14:57;44
19096;15/05/2024;VOLVO;XC60 SUV;14/05/2024 11:15;22
19055;15/05/2024;MERCEDES-BENZ;GLC SUV;25/05/2024 15:48;22
19056;15/05/2024;MERCEDES-BENZ;GLC SUV;21/05/2024 16:25;22
19083;15/05/2024;LAND ROVER;NEW RANGE ROVER SPORT SUV;26/05/2024 18:13;22
19028;15/05/2024;BYD;SONG PLUS SUV;06/05/2024 12:08;22
19012;15/05/2024;VOLKSWAGEN;TAOS SUV;07/05/2024 17:19;22
18968;15/05/2024;VOLVO;XC60 SUV;08/05/2024 15:03;22
18940;14/06/2024;HONDA;ACCORD SEDAN;04/06/2024 20:01;44
18949;15/05/2024;JEEP;COMPASS SUV;30/04/2024 20:56;22
18932;15/05/2024;BMW;X7 SUV;14/05/2024 07:23;22
18974;15/05/2024;TOYOTA;SW4 SUV;15/05/2024 17:28;22
18707;15/05/2024;GWM;HAVAL H6 GT;03/05/2024 11:08;22
18971;14/05/2024;BYD;SONG PLUS SUV;08/05/2024 16:25;22
18993;14/05/2024;VOLVO;XC60 SUV;08/05/2024 15:54;22
18911;14/05/2024;CHEVROLET;ONIX PLUS SEDAN;02/05/2024 16:02;22
18882;14/05/2024;VOLKSWAGEN;NIVUS SUV;29/04/2024 19:03;22
18909;14/05/2024;VOLVO;C40 COUPE;30/04/2024 21:02;22
18952;14/05/2024;BMW;X1 SUV;29/04/2024 23:18;22
18937;13/06/2024;CITROEN;C4 CACTUS;06/06/2024 14:54;44
18852;14/05/2024;MERCEDES-BENZ;GLA SUV;28/05/2024 17:09;22
18931;14/05/2024;BMW;X3 SUV;15/05/2024 21:31;22
19053;14/05/2024;VOLVO;XC60 SUV;09/05/2024 15:57;22
18928;14/05/2024;TOYOTA;COROLLA CROSS;06/05/2024 16:57;22
19090;13/06/2024;VOLVO;C40 COUPE;30/05/2024 14:07;44
19070;13/05/2024;BMW;X3 SUV;30/04/2024 18:39;22
18833;13/05/2024;BYD;SONG PLUS SUV;30/04/2024 19:04;22
18875;12/06/2024;HONDA;Z-RV SUV;08/05/2024 11:12;44
18835;13/05/2024;VOLVO;XC90 SUV;30/04/2024 20:38;22
19057;13/05/2024;MERCEDES-BENZ;GLB SUV;27/05/2024 22:35;22
18934;13/05/2024;BMW;X4 SUV;03/05/2024 16:55;22
19069;13/05/2024;LAND ROVER;DEFENDER 110 SUV;09/05/2024 12:40;22
18930;13/05/2024;BYD;SEAL SEDAN;09/05/2024 11:15;22
18894;13/05/2024;TOYOTA;COROLLA CROSS;28/04/2024 19:09;22
18901;13/05/2024;BMW;X1 SUV;03/05/2024 12:06;22
19021;13/05/2024;TOYOTA;COROLLA CROSS;29/04/2024 22:51;22
18924;13/05/2024;TOYOTA;COROLLA SEDAN;03/05/2024 14:32;22
18953;13/05/2024;VOLKSWAGEN;T-CROSS SUV;30/04/2024 20:38;22
18815;13/05/2024;VOLVO;XC90 SUV;15/05/2024 14:17;22
18798;13/05/2024;VOLKSWAGEN;TAOS SUV;30/04/2024 18:40;22
19066;13/05/2024;JEEP;COMPASS SUV;03/05/2024 08:46;22
18905;10/05/2024;VOLKSWAGEN;T-CROSS SUV;30/04/2024 21:31;22
18899;10/05/2024;LAND ROVER;NEW DISCOVERY SUV;13/05/2024 18:55;22
18922;10/05/2024;VOLVO;XC90 SUV;13/05/2024 15:51;22
18941;10/05/2024;BYD;DOLPHIN PLUS HATCH;09/05/2024 16:29;22
18973;10/05/2024;TOYOTA;SW4 SUV;06/05/2024 17:56;22
18837;10/05/2024;VOLVO;XC60 SUV;13/05/2024 19:31;22
18756;10/05/2024;VOLVO;C40 COUPE;14/05/2024 18:20;22
18664;10/05/2024;TOYOTA;SW4 SUV;06/05/2024 16:07;22
18741;10/05/2024;GWM;HAVAL H6 GT;27/04/2024 19:57;22
18876;11/06/2024;HONDA;NEW HR-V SUV;11/05/2024 08:53;44
18979;10/05/2024;BYD;SONG PLUS SUV;30/04/2024 17:04;22
17974;10/05/2024;VOLVO;XC90 SUV;10/05/2024 17:51;22
18777;10/05/2024;GWM;HAVAL H6 GT;28/04/2024 12:09;22
19048;10/05/2024;MINI;COOPER 04 PORTAS HATCH;10/05/2024 09:36;22
18946;10/05/2024;BYD;SONG PLUS SUV;18/05/2024 12:47;22
18950;11/06/2024;BMW;I5 SEDAN;21/06/2024 07:18;44
19000;10/05/2024;JEEP;COMPASS SUV;28/04/2024 17:18;22
18914;10/05/2024;MERCEDES-BENZ;GLA SUV;14/05/2024 17:03;22
19008;10/05/2024;JEEP;COMPASS SUV;28/04/2024 18:25;22
18939;10/05/2024;MERCEDES-BENZ;GLB SUV;28/05/2024 20:58;22
19005;10/05/2024;JEEP;COMPASS SUV;30/04/2024 17:09;22
18956;10/05/2024;VOLVO;XC60 SUV;18/05/2024 00:04;22
18900;10/05/2024;JEEP;COMMANDER SUV;27/04/2024 18:42;22
18883;10/05/2024;VOLVO;XC60 SUV;29/04/2024 23:17;22
18850;10/05/2024;VOLKSWAGEN;TAOS SUV;29/04/2024 20:18;22
18872;10/05/2024;BMW;SERIE 3 SEDAN;27/04/2024 20:24;22
19065;10/05/2024;VOLKSWAGEN;TAOS SUV;10/05/2024 18:15;22
18855;10/05/2024;TOYOTA;SW4 SUV;29/04/2024 23:16;22
18854;10/05/2024;TOYOTA;SW4 SUV;30/04/2024 17:03;22
18725;09/05/2024;RAM;RAMPAGE PICK-UP;30/04/2024 20:37;22
18936;09/05/2024;LEXUS;NX 350 H SUV;29/04/2024 19:02;22
18795;09/05/2024;VOLVO;XC60 SUV;03/05/2024 12:05;22
18831;08/05/2024;LAND ROVER;NEW DISCOVERY SUV;07/05/2024 13:30;22
18093;08/05/2024;VOLVO;XC90 SUV (MÃO-DIREITA);27/04/2024 19:36;22
18172;08/05/2024;VOLVO;XC90 SUV (MÃO-DIREITA);29/04/2024 20:49;22
18848;08/05/2024;MERCEDES-BENZ;GLA SUV;20/05/2024 21:43;22
19047;08/05/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;30/04/2024 21:02;22
19045;08/05/2024;CHEVROLET;EQUINOX SUV;17/05/2024 13:07;22
18823;08/05/2024;JEEP;COMPASS SUV;28/04/2024 16:51;22
18842;08/05/2024;VOLVO;XC90 SUV;09/05/2024 10:27;22
19002;08/05/2024;BMW;X1 SUV;29/04/2024 15:23;22
18902;08/05/2024;VOLKSWAGEN;T-CROSS SUV;28/04/2024 19:42;22
18938;08/05/2024;VOLVO;XC60 SUV;29/04/2024 22:33;22
18898;08/05/2024;MINI;COUNTRYMAN HATCH;29/04/2024 20:17;22
18933;08/05/2024;TOYOTA;COROLLA CROSS;28/04/2024 10:37;22
19023;08/05/2024;LEXUS;NX 350 H SUV;10/05/2024 11:13;22
19043;08/05/2024;JEEP;COMMANDER SUV;28/04/2024 17:25;22
18895;06/06/2024;HONDA;NEW HR-V SUV;27/04/2024 20:43;44
17595;07/05/2024;BYD;SONG PLUS SUV;03/05/2024 07:40;22
17492;07/05/2024;BYD;SONG PLUS SUV;29/04/2024 22:12;22
18870;07/05/2024;BYD;SONG PLUS SUV;28/04/2024 12:35;22
18957;07/05/2024;JEEP;COMPASS SUV;28/04/2024 19:15;22
17044;07/05/2024;BMW;X4 SUV;27/04/2024 21:06;22
18846;07/05/2024;JEEP;COMPASS SUV;28/04/2024 14:41;22
18867;07/05/2024;LAND ROVER;NEW DISCOVERY SUV;29/04/2024 23:16;22
18994;06/05/2024;PORSCHE;CAYENNE SUV;03/05/2024 07:40;22
17490;06/05/2024;BYD;SONG PLUS SUV;30/04/2024 20:37;22
18572;06/05/2024;VOLVO;XC90 SUV;27/04/2024 19:03;22
18805;06/05/2024;VOLVO;XC90 SUV;27/04/2024 18:44;22
18958;06/05/2024;JEEP;COMPASS SUV;29/04/2024 21:45;22
18959;06/05/2024;JEEP;COMPASS SUV;30/04/2024 19:03;22
18962;06/05/2024;JEEP;COMPASS SUV;28/04/2024 19:38;22
19018;05/06/2024;HYUNDAI;NEW CRETA SUV;17/05/2024 20:07;44
18996;06/05/2024;GWM;HAVAL H6 SUV;28/04/2024 12:49;22
18961;06/05/2024;JEEP;COMPASS SUV;29/04/2024 19:02;22
18919;06/05/2024;BMW;SERIE 3 SEDAN;28/04/2024 18:59;22
18999;06/05/2024;BMW;X1 SUV;29/04/2024 14:06;22
19034;06/05/2024;LAND ROVER;DISCOVERY SPORT SUV;09/05/2024 16:08;22
18991;06/05/2024;BMW;X1 SUV;28/04/2024 10:39;22
18960;06/05/2024;JEEP;COMPASS SUV;28/04/2024 19:20;22
18562;06/05/2024;BYD;SONG PLUS SUV;27/04/2024 19:31;22
18772;06/05/2024;BMW;X4 SUV;29/04/2024 20:16;22
18832;06/05/2024;JEEP;RENEGADE SUV;28/04/2024 14:00;22
18929;06/05/2024;VOLVO;XC90 SUV;24/05/2024 18:07;22
18989;06/05/2024;BYD;SONG PLUS SUV;28/04/2024 20:09;22
18841;06/05/2024;TOYOTA;SW4 SUV;29/04/2024 21:27;22
18880;06/05/2024;VOLVO;XC90 SUV;28/04/2024 14:16;22
18866;06/05/2024;HONDA;NEW HR-V SUV;29/04/2024 21:45;22
18778;06/05/2024;JEEP;RENEGADE SUV;27/04/2024 18:45;22
18844;06/05/2024;VOLVO;XC60 SUV;03/05/2024 16:52;22
18749;06/05/2024;VOLVO;XC60 SUV;28/04/2024 15:35;22
18745;06/05/2024;VOLVO;XC60 SUV;27/04/2024 19:49;22
18721;06/05/2024;VOLVO;XC40 BEV SUV;27/04/2024 20:26;22
18987;06/05/2024;BMW;X1 SUV;27/04/2024 20:06;22
18632;06/05/2024;VOLVO;XC90 SUV;28/04/2024 18:27;22
18821;06/05/2024;VOLVO;XC60 SUV;30/04/2024 19:02;22
18998;06/05/2024;BMW;X7 SUV;06/05/2024 17:55;22
18520;06/05/2024;LEXUS;RX 500H SUV;26/05/2024 11:58;22
18903;06/05/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;30/04/2024 16:50;22
18874;03/05/2024;MINI;COOPER 04 PORTAS HATCH;27/04/2024 19:12;22
18754;03/05/2024;BYD;SONG PLUS SUV;29/04/2024 18:06;22
18824;03/05/2024;VOLVO;XC60 SUV;29/04/2024 18:37;22
18838;03/05/2024;HYUNDAI;NEW CRETA SUV;29/04/2024 19:20;22
18408;03/05/2024;VOLVO;XC90 SUV;26/04/2024 22:01;22
18803;03/05/2024;GWM;HAVAL H6 SUV;27/04/2024 17:35;22
